IQ,Major,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
86,Design,9.51,9.69,6,No,4,10,1,No
108,Restaurant,6.42,6.6,10,No,0,2,5,No
118,Psychology,8.27,8.41,7,No,0,8,5,Yes
90,Marketing,7.67,7.67,7,Yes,4,5,5,No
106,Restaurant,7.98,8,6,No,1,10,3,No
68,Finance,7.08,7.22,9,Yes,8,2,4,No
91,Finance,6.5,6.69,8,No,9,3,5,No
99,Restaurant,5.24,5.39,8,Yes,6,10,0,No
86,Design,8.72,8.81,2,Yes,3,10,3,Yes
85,Marketing,8.73,8.39,7,No,6,7,3,No
89,Design,8.35,8.06,1,Yes,7,10,5,Yes
104,Business,8.22,7.98,10,No,7,8,0,No
97,Engineering,6.22,6.64,8,No,7,5,3,No
66,Business,5.11,5.37,3,No,4,10,2,No
68,Finance,9.04,9.09,9,No,6,8,3,Yes
90,Psychology,7.46,7.21,5,Yes,10,10,1,No
106,Computer Science,6.53,6.14,7,No,6,10,3,No
58,Engineering,5.51,5.91,7,No,1,6,4,No
92,Finance,5.31,5.7,9,Yes,2,2,5,No
92,Design,6.74,6.35,2,Yes,10,2,3,No
120,Design,9.02,9.32,4,No,1,8,1,Yes
94,Design,9.59,9.54,8,Yes,2,4,1,No
105,Psychology,9.48,9.3,5,No,8,8,5,Yes
102,Business,9.6,9.84,5,Yes,6,9,3,Yes
68,Computer Science,9.54,9.65,3,No,3,6,2,No
111,Design,7.64,7.92,5,Yes,7,9,3,Yes
103,Education,6.1,5.67,7,No,6,6,0,No
107,Engineering,8.99,8.81,4,Yes,9,3,1,No
158,Marketing,6.07,5.89,8,No,5,8,3,Yes
68,Education,6.34,6.17,6,Yes,3,1,2,No
125,Computer Science,6.17,6.17,6,No,4,6,2,No
95,Psychology,7.57,7.35,6,Yes,9,3,2,No
104,Computer Science,6.61,6.55,4,No,7,10,4,No
99,Marketing,5.77,5.64,3,No,2,10,4,No
93,Engineering,7.27,7.51,10,Yes,10,3,4,No
91,Marketing,9.37,9.47,6,Yes,2,9,5,Yes
104,Restaurant,7.85,8,6,No,4,7,0,No
77,Engineering,9.39,9.1,2,Yes,8,2,0,No
111,Computer Science,5.98,5.81,10,No,4,6,5,No
93,Design,5.83,5.35,9,No,0,4,3,No
83,Computer Science,7.88,7.49,4,Yes,4,10,4,No
93,Computer Science,7.32,7.09,4,No,8,7,4,No
118,Engineering,8.3,7.87,10,Yes,6,4,0,No
91,Restaurant,8.97,9.07,8,No,8,7,2,No
105,Computer Science,8.76,9.26,3,No,9,6,2,No
89,Education,9.71,9.31,10,Yes,9,8,5,Yes
111,Finance,6.99,7.31,7,Yes,4,7,5,No
110,Pharmacy,6.03,5.65,7,No,2,9,5,No
127,Pharmacy,7.75,7.92,2,No,1,4,1,No
97,Computer Science,5.55,5.69,3,Yes,8,9,5,No
110,Education,6.44,6.84,4,Yes,4,5,3,No
101,Design,6.04,5.65,2,Yes,10,9,3,No
119,Psychology,6.98,6.8,9,No,0,4,4,No
89,Psychology,5.56,5.15,10,Yes,1,3,0,No
111,Engineering,5.16,5.07,6,No,1,7,3,No
97,Pharmacy,8.28,8.69,1,Yes,3,4,2,No
99,Computer Science,8.05,8.33,1,No,5,5,0,No
101,Psychology,8.54,8.76,8,Yes,7,3,4,No
103,Computer Science,8.3,8.33,6,Yes,2,6,5,No
98,Engineering,5.57,5.95,10,No,9,4,4,No
103,Pharmacy,6.46,6.41,7,Yes,9,1,3,No
123,Marketing,5.65,5.3,6,Yes,5,2,3,No
114,Finance,9.21,9.55,2,No,3,8,5,Yes
113,Finance,8.73,8.51,3,Yes,7,4,1,No
93,Psychology,6.01,5.56,8,Yes,8,10,5,No
86,Finance,6.71,6.34,4,Yes,8,2,5,No
114,Marketing,9.83,9.94,8,No,5,4,3,Yes
113,Computer Science,7.97,8.08,3,Yes,1,7,3,Yes
122,Engineering,9.01,8.77,2,Yes,1,2,2,Yes
90,Marketing,6.32,6.55,7,Yes,9,6,2,No
96,Engineering,6.05,6.32,1,No,8,1,0,No
75,Engineering,8.92,9.34,3,No,4,3,3,No
94,Pharmacy,8.43,8.51,2,No,6,9,3,Yes
114,Computer Science,8.4,8.68,5,No,5,5,4,Yes
93,Education,7.76,8.01,2,No,8,8,2,Yes
109,Finance,7.82,7.58,10,No,4,1,4,No
97,Education,8.68,8.49,5,No,7,4,3,No
104,Pharmacy,6.35,6.33,3,Yes,3,3,2,No
82,Engineering,6.76,6.28,9,Yes,6,10,3,No
101,Psychology,9.36,9.16,10,No,8,9,1,No
55,Finance,6.54,6.51,9,Yes,1,7,5,No
97,Finance,7.73,7.34,8,No,8,3,4,No
75,Computer Science,8.51,8.14,5,No,7,1,2,No
118,Restaurant,10,9.96,10,Yes,9,5,2,Yes
111,Business,7.18,7.41,7,No,0,10,3,Yes
107,Business,7.14,7.47,2,No,9,3,3,No
122,Business,9.21,9.26,3,Yes,6,2,0,No
85,Restaurant,9.03,9,2,No,4,3,0,No
126,Computer Science,8.66,8.54,10,No,4,5,4,Yes
113,Restaurant,7.32,7.01,1,No,6,5,2,No
96,Business,6.62,6.27,3,No,10,10,3,No
117,Pharmacy,8.04,8.33,4,No,9,8,4,Yes
83,Marketing,9.38,9.35,9,No,3,4,2,No
87,Engineering,9.42,9.71,2,No,0,2,3,No
90,Restaurant,5.54,5.74,9,Yes,5,8,0,No
92,Computer Science,7.14,6.83,1,Yes,0,8,2,No
84,Computer Science,7.32,7.33,9,No,10,10,3,No
118,Education,9.89,9.83,6,No,0,8,4,Yes
96,Marketing,8.39,8.31,8,No,7,1,4,No
105,Psychology,7.04,7.08,3,No,3,9,1,No
91,Finance,5.13,5.61,8,No,4,4,2,No
72,Business,7.83,8.14,9,Yes,9,4,4,No
104,Psychology,5.48,5.88,7,No,9,8,2,No
71,Education,9.17,8.7,4,No,0,8,4,Yes
98,Business,8.76,8.4,6,Yes,9,6,2,No
79,Marketing,7.3,6.88,6,Yes,6,4,2,No
129,Education,7.15,6.91,2,No,10,3,2,No
113,Business,9.49,9.43,2,Yes,1,5,1,No
101,Marketing,6.44,6.58,5,No,5,8,0,No
118,Design,6.25,6.25,1,No,8,7,5,No
87,Psychology,9.7,10.1,5,Yes,1,8,2,Yes
108,Psychology,9.05,9.49,10,Yes,5,1,0,No
102,Finance,9.1,8.76,3,No,4,4,5,No
103,Marketing,5.98,6.33,3,Yes,1,9,0,No
119,Restaurant,5.72,5.7,8,Yes,8,6,0,No
110,Design,5.13,5.08,3,Yes,1,10,4,No
104,Pharmacy,6.19,6.47,3,Yes,0,8,3,No
75,Business,8.87,8.46,1,No,8,8,5,Yes
85,Design,6.2,6.58,8,No,8,5,0,No
98,Marketing,8.65,8.82,10,Yes,8,8,2,Yes
101,Engineering,6.26,6.64,10,No,7,4,3,No
83,Business,6.98,7.47,6,Yes,3,6,4,No
136,Computer Science,9.92,9.94,8,No,8,7,1,No
122,Psychology,6.22,5.81,3,No,1,6,0,No
109,Marketing,6.88,6.55,6,Yes,0,6,0,No
101,Computer Science,6.51,6.33,2,Yes,9,8,4,No
96,Finance,5.55,5.15,3,No,6,5,2,No
85,Education,7.45,7.77,4,No,5,8,5,No
101,Pharmacy,6.89,6.69,9,No,2,9,5,No
103,Pharmacy,8.47,8.95,4,No,1,4,5,No
81,Computer Science,9.09,9.29,7,No,7,3,2,No
105,Psychology,7.72,7.39,8,Yes,3,5,3,No
97,Finance,5.16,5.14,5,No,5,10,3,No
71,Engineering,8.09,8.06,2,No,3,10,2,Yes
87,Psychology,5.28,5.27,8,No,10,5,1,No
93,Design,8.08,8.12,5,Yes,8,7,2,No
128,Pharmacy,8.43,7.96,5,No,4,3,1,No
108,Design,5.99,6.18,7,No,5,10,4,No
79,Business,9.1,9.09,6,No,8,9,5,Yes
107,Restaurant,9.56,9.85,3,No,5,6,1,No
76,Marketing,9.07,9.39,7,No,1,10,5,Yes
116,Finance,6.53,6.26,1,No,10,9,4,Yes
92,Psychology,7.93,7.48,4,Yes,0,1,5,No
98,Pharmacy,9.57,9.77,4,No,8,2,5,No
119,Design,6.6,7.08,6,No,1,10,0,No
80,Education,9.1,9.05,6,No,1,2,2,No
79,Business,5.05,4.81,10,Yes,3,8,3,No
91,Marketing,5.02,4.68,8,Yes,9,4,0,No
115,Marketing,8.8,8.59,1,No,9,7,3,Yes
77,Psychology,8.81,8.64,7,No,2,4,1,No
57,Finance,8.94,8.86,4,No,6,4,2,No
93,Engineering,9.65,9.81,6,No,6,8,2,Yes
108,Education,5.59,5.36,10,Yes,2,10,2,No
118,Psychology,6.16,5.71,9,No,2,4,0,No
93,Design,9.52,9.39,3,No,8,3,4,No
93,Restaurant,5.89,6.25,8,No,6,10,1,No
117,Computer Science,8.41,8.41,3,Yes,2,9,0,Yes
71,Engineering,7.65,8.11,6,No,2,3,0,No
94,Finance,5.42,5.42,2,Yes,2,5,4,No
102,Business,6.43,6.21,9,Yes,8,1,3,No
106,Engineering,7.6,7.29,2,No,7,9,3,No
92,Pharmacy,9.26,9.45,5,No,6,6,2,No
100,Finance,8.54,8.58,6,No,7,5,0,No
62,Restaurant,8.11,8.21,4,No,0,4,4,No
90,Pharmacy,7.48,7.74,7,No,8,8,4,No
106,Engineering,6.49,6.72,7,Yes,4,2,3,No
85,Computer Science,5.6,5.14,7,No,4,10,4,No
100,Computer Science,7.05,7.35,7,Yes,4,5,3,No
106,Restaurant,5.14,5.17,10,Yes,8,8,3,No
94,Marketing,6.06,5.95,10,Yes,4,1,5,No
102,Education,7.16,7.2,9,No,1,3,0,No
85,Business,7.09,7.2,2,Yes,5,7,5,No
96,Marketing,5.22,4.87,5,Yes,6,10,1,No
109,Computer Science,7.95,7.87,10,No,10,5,5,No
102,Computer Science,7.75,7.59,9,Yes,6,10,2,No
91,Design,5.39,5.24,2,Yes,6,9,1,No
103,Pharmacy,9.72,9.31,3,Yes,10,1,4,No
110,Engineering,5.5,5.16,7,No,1,7,5,No
69,Business,9.27,8.93,9,No,5,10,1,No
117,Restaurant,5,4.87,3,Yes,8,6,1,No
94,Engineering,9.41,9.8,10,No,0,10,3,Yes
106,Design,5.1,4.81,8,No,2,4,0,No
117,Computer Science,8.79,8.71,8,Yes,5,10,4,Yes
79,Restaurant,6.81,6.62,4,No,6,10,2,No
89,Computer Science,8.69,8.98,6,No,1,6,3,No
95,Business,7.01,6.56,8,Yes,9,10,2,No
88,Pharmacy,5.35,5.05,9,Yes,7,9,0,No
126,Engineering,8.84,8.55,2,No,10,9,1,Yes
87,Engineering,5.36,5.85,1,Yes,5,2,5,No
91,Marketing,9.61,9.68,5,Yes,8,9,1,No
103,Restaurant,5.25,4.89,10,No,8,2,0,No
81,Education,7.4,7.17,3,Yes,8,6,4,No
94,Design,8.62,8.29,6,No,8,7,3,No
104,Education,6.97,6.59,1,Yes,1,9,1,No
95,Marketing,6.09,6.39,4,Yes,9,6,5,No
98,Business,8.8,8.8,6,No,9,8,0,No
92,Design,8.92,9.05,2,No,6,10,3,Yes
77,Pharmacy,9.61,9.44,8,No,4,3,3,No
104,Education,6.88,6.93,4,No,8,10,0,No
126,Pharmacy,7.53,7.29,2,No,0,6,1,No
100,Education,6.82,6.63,1,No,9,2,4,No
103,Pharmacy,6.29,6.44,8,No,6,1,1,No
110,Education,8.76,8.41,10,Yes,9,6,1,No
80,Pharmacy,6.7,6.82,1,No,4,3,1,No
125,Marketing,7.14,7.49,7,No,10,5,5,No
103,Finance,7.02,6.64,7,Yes,8,6,1,No
124,Design,8.56,8.96,6,Yes,6,10,5,Yes
89,Restaurant,9.59,9.17,8,No,3,6,5,No
127,Business,8.33,8.18,10,No,10,10,2,Yes
111,Psychology,7.36,7.47,1,Yes,7,7,0,No
108,Computer Science,8.9,8.96,1,No,8,7,4,No
103,Restaurant,8.2,7.8,1,No,8,6,5,No
96,Computer Science,5.3,5.6,6,Yes,9,1,4,No
118,Design,5.48,5.95,7,Yes,3,8,2,Yes
102,Restaurant,5.19,4.87,10,No,5,10,4,No
70,Pharmacy,7.28,7.68,9,Yes,3,4,2,No
83,Pharmacy,9.13,9.19,10,Yes,0,1,2,No
97,Psychology,6.57,7.01,5,Yes,5,10,5,No
104,Computer Science,6.92,6.6,1,No,7,2,4,No
99,Business,9.55,9.84,9,Yes,5,3,4,No
118,Design,9.18,8.74,5,Yes,2,6,1,No
70,Pharmacy,8.33,8.71,6,Yes,7,2,5,No
102,Finance,6.33,6.5,9,Yes,9,2,2,No
72,Marketing,5.59,5.46,2,Yes,8,6,3,No
111,Marketing,5.08,4.77,3,Yes,0,4,0,No
98,Education,5.54,5.86,7,Yes,10,5,1,No
106,Business,6.46,6.56,3,Yes,10,8,5,No
87,Marketing,7.76,7.62,2,Yes,5,3,2,No
119,Education,5.32,5.26,7,No,9,5,5,No
115,Computer Science,5.68,6.01,8,No,7,1,1,No
108,Pharmacy,5.91,5.75,9,No,1,10,1,No
98,Pharmacy,8.16,7.75,2,No,3,4,5,No
108,Finance,8.08,8.49,2,No,0,5,5,No
89,Restaurant,7.75,7.64,7,Yes,3,4,0,No
112,Marketing,6.25,6.1,4,No,1,9,4,Yes
124,Computer Science,6.86,6.56,5,No,2,8,4,Yes
116,Engineering,5.48,5.88,1,Yes,3,2,5,No
89,Marketing,6.13,5.85,6,No,2,9,0,No
105,Business,9.49,9.63,10,No,5,2,5,No
80,Restaurant,9.9,10.28,8,No,6,6,1,No
108,Marketing,8.24,7.77,1,No,10,2,2,No
106,Computer Science,9.58,9.91,2,Yes,6,6,4,No
71,Marketing,8.21,8.12,7,Yes,0,6,3,No
82,Business,5.17,5.33,2,Yes,4,7,5,No
95,Engineering,9.98,9.85,9,Yes,2,10,5,Yes
95,Design,5.49,5.69,6,No,0,5,2,No
81,Psychology,8.41,8.16,5,Yes,0,3,1,No
105,Engineering,6.26,5.78,7,No,1,2,3,No
103,Education,6.96,7.41,10,Yes,9,4,2,No
97,Marketing,8.23,7.75,8,Yes,7,1,0,No
88,Pharmacy,7.18,7.5,9,No,3,2,3,No
115,Finance,6.25,5.92,6,No,9,8,5,Yes
124,Pharmacy,6.67,6.56,5,No,2,5,1,No
92,Engineering,6.71,7.03,7,No,7,5,5,No
90,Pharmacy,9.8,9.51,2,Yes,1,3,3,No
107,Computer Science,8.99,9.36,8,No,8,1,0,No
94,Pharmacy,7.29,7.29,4,No,3,6,4,No
97,Restaurant,6,5.87,1,Yes,10,1,4,No
111,Design,9.06,9.22,3,Yes,8,4,5,Yes
71,Marketing,5.79,5.63,9,No,0,4,4,No
119,Pharmacy,6.05,5.9,4,Yes,4,3,0,No
101,Business,6.83,7.06,10,No,9,4,5,No
93,Design,9.4,9.21,10,No,6,6,2,No
98,Design,5.66,5.36,3,Yes,10,6,0,No
99,Pharmacy,5.61,5.92,4,Yes,3,6,3,No
74,Design,7.47,7.78,3,No,4,6,2,No
122,Finance,6.38,6.38,3,No,10,4,4,No
100,Pharmacy,7.84,7.87,2,Yes,8,7,5,No
106,Computer Science,7.26,7.46,6,No,5,7,0,No
114,Engineering,7.17,7.18,10,No,5,2,1,No
84,Restaurant,5.56,5.48,6,Yes,1,6,4,No
107,Psychology,5.71,6.2,10,No,0,5,1,No
95,Education,9.11,8.76,4,No,3,10,5,Yes
112,Design,9.43,9.52,8,Yes,9,1,2,Yes
68,Computer Science,6.17,6.56,6,No,2,3,4,No
98,Marketing,5.57,5.76,8,No,10,9,5,No
90,Marketing,5.27,5.65,6,Yes,6,9,0,No
106,Education,8.04,7.88,9,Yes,6,10,1,No
107,Restaurant,8.58,8.35,3,No,5,9,0,No
89,Design,6.86,7.21,3,Yes,4,10,4,No
89,Finance,8.4,8.29,2,No,2,5,0,No
98,Education,8.56,8.77,10,No,3,6,4,No
86,Restaurant,9.68,9.33,6,No,4,9,3,Yes
112,Design,5.32,5.58,7,No,3,4,0,No
94,Computer Science,5.96,6.01,7,Yes,2,4,3,No
56,Engineering,5.34,5.11,5,No,1,9,1,No
94,Finance,9.34,9.33,6,No,4,7,5,No
84,Psychology,8.96,9.16,7,No,1,6,0,No
75,Marketing,7.87,7.38,2,No,1,10,0,No
81,Business,5.42,5.56,10,No,1,6,1,No
101,Computer Science,6.37,6.41,7,Yes,1,5,0,No
119,Marketing,6.49,6.21,1,No,7,4,4,No
104,Pharmacy,7.8,8.05,6,Yes,6,3,3,No
90,Business,6.29,6.09,8,Yes,8,7,2,No
106,Marketing,5.36,5.14,1,Yes,2,5,4,No
93,Restaurant,8.65,8.62,1,Yes,0,2,2,No
89,Finance,6.5,6.68,6,No,5,3,1,No
82,Marketing,7.26,7.69,5,Yes,8,5,1,No
73,Psychology,5.64,5.28,3,No,0,9,0,No
94,Engineering,9.01,8.91,10,No,0,6,4,No
102,Restaurant,7.83,7.4,10,No,3,2,5,No
98,Computer Science,9.51,9.77,7,No,9,8,2,Yes
93,Computer Science,7.48,7.43,7,No,0,6,3,No
85,Computer Science,9.71,9.92,7,No,8,6,5,No
109,Computer Science,9.46,9.28,6,No,5,8,4,Yes
80,Engineering,7.88,8.22,4,Yes,4,7,5,No
111,Marketing,9.67,9.7,9,No,10,5,1,No
84,Design,6.62,7.06,9,No,4,9,4,No
88,Marketing,6.83,6.41,7,No,10,1,3,No
77,Pharmacy,5.23,5.24,7,Yes,10,4,4,No
92,Finance,7.95,8.22,8,No,10,10,0,No
114,Business,8.61,8.71,5,Yes,1,9,5,Yes
107,Design,8.87,8.39,9,No,2,2,3,No
114,Design,5.75,6.22,6,No,6,3,2,No
107,Marketing,7.22,7.02,7,Yes,3,3,1,No
83,Design,5.88,5.63,7,No,5,6,4,No
95,Education,8.31,8.3,9,Yes,7,3,3,No
88,Education,5.79,5.83,7,No,0,3,0,No
119,Pharmacy,9.52,9.79,3,No,10,5,0,No
82,Business,6.15,6.04,6,Yes,5,3,2,No
113,Psychology,6.46,6.4,6,No,0,5,1,No
113,Engineering,9.25,9.28,7,Yes,7,3,0,No
127,Marketing,7.29,7.18,6,Yes,3,2,1,No
93,Engineering,5.12,5.53,4,No,4,8,3,No
110,Psychology,7.47,7.82,6,Yes,9,3,4,No
134,Marketing,5.42,5.37,3,No,1,6,2,No
90,Marketing,9.93,9.43,1,No,2,2,0,No
76,Business,7.94,8.34,1,Yes,6,1,4,No
71,Engineering,6.28,5.9,5,No,6,8,0,No
110,Education,7.82,7.56,8,No,10,3,2,No
71,Computer Science,5.38,5.03,3,No,7,2,0,No
94,Engineering,9,8.68,2,No,2,2,2,No
106,Finance,9.63,9.93,8,No,1,5,4,No
102,Finance,9.37,9.45,9,No,1,6,3,No
106,Marketing,6.71,7.17,9,No,5,2,2,No
103,Computer Science,6.63,6.36,2,No,1,6,3,No
119,Restaurant,5.18,5.17,8,No,10,1,1,No
85,Psychology,8.26,8.74,2,No,3,9,4,Yes
89,Pharmacy,7.67,8,7,No,8,4,2,No
88,Computer Science,7.3,7.53,8,No,9,5,4,No
112,Pharmacy,9.54,9.23,1,No,2,3,5,Yes
113,Engineering,5.84,6.11,8,Yes,0,6,3,No
106,Engineering,5.05,4.9,3,Yes,1,1,3,No
117,Pharmacy,5.37,5.4,1,No,9,7,4,No
82,Psychology,6.12,6.23,7,No,9,8,4,No
125,Computer Science,5.17,5.28,10,No,6,3,5,No
122,Restaurant,7.51,7.74,3,No,8,2,3,No
111,Marketing,6.57,6.73,8,Yes,8,4,5,No
126,Business,5.9,5.47,9,Yes,3,8,5,Yes
75,Engineering,8.75,8.71,2,No,7,8,4,Yes
92,Finance,6.02,6.18,1,Yes,0,8,5,No
88,Psychology,8.44,8.24,8,No,10,2,3,No
110,Business,6.75,6.56,10,Yes,10,4,1,No
84,Restaurant,7.56,7.18,6,No,5,10,3,No
111,Design,9.67,9.59,10,Yes,7,1,5,Yes
120,Marketing,5.19,5.68,1,Yes,1,7,0,No
110,Engineering,7.5,7.29,3,Yes,7,10,3,No
104,Marketing,9.27,9.3,9,No,3,6,1,No
85,Business,7.94,8.18,9,No,1,7,3,No
87,Marketing,6.38,5.89,6,Yes,3,10,4,No
118,Design,6.99,7.39,3,Yes,7,5,5,No
111,Business,8.4,8.29,8,No,3,6,1,No
99,Engineering,9.45,9.82,6,No,7,6,2,No
93,Computer Science,5.21,4.75,1,Yes,6,6,3,No
69,Finance,5.36,5.01,6,No,4,9,4,No
83,Business,6.63,6.45,5,Yes,7,4,2,No
128,Education,6.16,6.01,8,No,1,2,2,No
80,Design,6.32,6.67,2,Yes,2,9,2,No
102,Business,6.11,5.62,7,No,3,10,0,No
115,Business,5.98,6.12,6,No,9,7,5,No
81,Education,5.65,5.28,1,No,4,5,4,No
102,Engineering,9.67,9.99,8,No,4,6,0,No
114,Business,5.72,6,6,Yes,0,7,4,No
100,Finance,6.02,6.02,3,Yes,0,5,4,No
143,Marketing,6.23,5.94,5,Yes,10,5,5,No
74,Engineering,9.67,9.8,7,No,0,6,1,No
115,Finance,8.78,8.44,9,No,4,8,2,Yes
97,Engineering,8.95,8.64,4,Yes,1,2,3,No
111,Finance,5.52,5.65,2,No,2,10,1,No
106,Design,9.18,9.67,3,Yes,7,9,3,Yes
89,Finance,7.04,7.43,7,Yes,9,10,5,No
103,Pharmacy,6.31,6.4,8,Yes,7,5,2,No
72,Finance,7.88,7.92,5,Yes,9,4,4,No
109,Computer Science,9.11,9.61,3,Yes,1,8,5,Yes
104,Computer Science,8.89,8.94,1,No,7,4,1,No
109,Psychology,9.45,9.37,10,No,10,2,0,No
115,Pharmacy,9.64,10.05,1,No,8,5,4,Yes
105,Pharmacy,6.19,5.92,2,No,9,5,5,No
102,Marketing,7.12,6.72,5,No,9,4,0,No
86,Pharmacy,5.07,5.2,3,Yes,5,3,4,No
89,Marketing,9.4,9,7,No,0,5,4,No
117,Psychology,5.77,5.64,2,No,10,9,2,Yes
121,Psychology,9.31,9.23,2,No,10,9,1,Yes
96,Design,6.65,6.7,3,No,2,9,5,No
100,Computer Science,6.84,7.33,1,No,4,6,5,No
86,Finance,5.2,4.92,2,No,2,8,5,No
117,Finance,6.63,6.51,5,Yes,2,1,3,No
109,Education,9.44,9.07,3,No,8,1,2,No
129,Education,5.13,5.24,10,Yes,4,7,3,No
86,Restaurant,7.03,7.26,6,Yes,7,5,4,No
94,Engineering,5.16,5.14,2,No,6,2,0,No
103,Design,6.85,6.6,8,No,3,4,3,No
109,Restaurant,5.86,5.98,4,No,2,4,0,No
96,Restaurant,6.26,6.3,3,No,2,6,3,No
86,Business,9.39,9.06,5,Yes,10,8,0,No
113,Business,7.18,7.09,8,No,1,3,2,No
110,Restaurant,6.37,6.31,9,Yes,4,7,3,No
86,Pharmacy,7.95,8.43,1,No,1,2,2,No
120,Engineering,5.71,6.06,4,No,1,9,2,Yes
117,Design,6.3,6.53,6,No,3,7,0,No
102,Restaurant,7.73,8.12,6,No,5,1,3,No
101,Finance,6.19,6.43,9,Yes,5,4,3,No
108,Engineering,8.4,8.8,1,No,7,2,1,No
87,Business,7.46,7.01,5,No,10,10,0,No
100,Finance,8.86,8.82,10,Yes,5,5,3,No
67,Business,9.74,9.99,1,No,5,9,4,Yes
113,Business,5.58,5.66,6,No,3,3,1,No
76,Engineering,6.67,6.35,9,Yes,4,5,3,No
122,Business,6.6,6.44,4,No,10,10,0,No
95,Psychology,5.76,5.58,10,No,6,2,5,No
96,Computer Science,9.05,8.81,10,Yes,9,4,4,No
90,Psychology,8.8,8.64,9,No,10,2,3,No
95,Computer Science,7.42,7.43,3,No,8,8,2,No
121,Education,7.69,8.04,7,No,3,7,2,Yes
62,Education,5.3,5.54,5,No,9,7,4,No
119,Business,7.78,8.12,10,No,0,7,4,Yes
105,Design,8.96,9.34,1,No,5,9,4,Yes
81,Design,7.87,7.79,7,Yes,1,2,4,No
83,Computer Science,6.33,6.18,8,No,10,6,0,No
125,Finance,8.34,7.9,6,Yes,6,4,2,No
85,Engineering,6.81,7.24,1,No,5,10,3,No
82,Business,7.72,7.29,9,No,8,6,3,No
117,Engineering,7.44,7.68,7,Yes,5,9,2,Yes
105,Psychology,6.91,6.79,6,No,5,1,3,No
85,Design,8.59,9.04,4,No,3,2,5,No
103,Pharmacy,9.42,9.34,3,No,8,6,2,No
84,Psychology,5.03,5.35,4,Yes,2,7,5,No
116,Psychology,9.67,9.45,1,No,0,3,5,Yes
115,Computer Science,7.56,7.36,9,No,10,1,1,No
107,Marketing,8.5,8.6,2,No,9,7,2,No
105,Psychology,9.28,9.78,2,No,7,2,3,No
126,Business,7.34,7.36,3,No,7,6,1,No
99,Restaurant,9.17,9.61,1,No,10,4,3,No
82,Restaurant,5.89,6.18,10,No,0,10,0,No
106,Business,5.8,6.1,3,Yes,8,4,5,No
131,Marketing,8.29,8.23,4,No,1,9,3,Yes
84,Marketing,9.35,9.24,9,No,5,7,1,No
94,Computer Science,9.46,9.15,5,No,8,1,2,No
106,Design,8.22,8.68,6,No,5,4,3,No
99,Engineering,7.63,8.09,1,No,6,10,2,Yes
85,Marketing,6.66,6.91,3,Yes,8,6,3,No
116,Pharmacy,9.9,9.7,7,Yes,4,2,4,Yes
134,Computer Science,6.6,6.35,7,No,0,4,5,No
102,Education,8.72,9.21,10,Yes,8,2,3,No
86,Finance,7.66,7.23,1,Yes,9,1,5,No
76,Education,8.04,8.38,9,No,6,1,4,No
103,Computer Science,6.97,6.83,1,No,7,9,3,No
116,Psychology,9.82,9.74,7,No,1,9,3,Yes
107,Engineering,7.86,8.19,2,No,4,4,4,No
99,Finance,9.69,9.28,9,No,7,8,5,Yes
91,Education,5.04,4.89,9,Yes,6,10,5,No
83,Finance,7.86,8.31,9,No,6,7,0,No
112,Pharmacy,8.59,8.79,4,No,3,5,2,Yes
113,Pharmacy,8.73,8.98,6,No,1,10,1,Yes
76,Pharmacy,9.52,9.78,2,No,9,2,5,No
123,Computer Science,5.02,4.58,3,Yes,2,9,5,Yes
108,Engineering,5,4.7,6,No,8,7,3,No
120,Computer Science,7.36,7.35,1,No,3,4,1,No
79,Restaurant,5.15,5.02,7,Yes,0,10,0,No
79,Psychology,9.87,9.78,2,No,9,2,3,No
97,Psychology,6.11,6.39,8,No,3,2,4,No
107,Pharmacy,7.36,6.87,5,No,7,3,4,No
126,Restaurant,5.31,5.47,7,Yes,7,6,3,No
110,Marketing,7.61,7.11,8,No,9,1,4,No
96,Marketing,6.9,6.46,3,Yes,9,5,0,No
84,Pharmacy,5.22,5.13,6,Yes,1,10,2,No
118,Education,6.68,7.02,9,No,9,3,2,No
85,Computer Science,6.96,6.6,4,No,3,7,0,No
124,Pharmacy,9.95,10,10,No,6,7,4,Yes
95,Design,6.04,6.22,7,No,7,10,2,No
123,Finance,7.72,7.45,1,No,0,5,4,No
110,Psychology,9.94,9.95,7,No,7,9,4,Yes
97,Marketing,8.96,9.37,9,No,0,10,1,No
92,Business,9.97,9.98,10,Yes,5,8,5,Yes
94,Marketing,9.84,9.5,8,No,4,9,2,Yes
106,Psychology,7.45,7.58,4,Yes,9,6,4,No
101,Finance,8.48,8.57,3,Yes,6,8,1,No
91,Psychology,5.55,5.08,7,Yes,5,10,0,No
97,Business,7.21,6.8,1,No,9,2,5,No
101,Pharmacy,9.05,8.71,8,Yes,0,5,2,No
68,Restaurant,7.53,7.17,1,Yes,5,8,0,No
106,Business,8.51,8.27,7,No,2,2,0,No
85,Psychology,8.73,8.68,6,No,5,2,5,No
82,Psychology,6.27,6.14,10,No,6,3,5,No
74,Design,9.38,9.77,8,No,5,2,3,No
73,Design,7.3,7.41,6,No,8,4,2,No
79,Engineering,6.05,6.43,5,No,8,4,0,No
89,Design,9.33,9.36,9,Yes,7,1,5,No
129,Computer Science,7.09,6.68,4,No,4,6,0,No
92,Restaurant,8.75,8.71,7,Yes,9,7,0,No
